date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:17:05	10370/10370	---M--	200	added ('OK')	image/jpeg	etag:%222882-5c292b24779fb%22	https://themesbrand.com/chatvia/layouts/assets/images/users/avatar-2.jpg	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/users/avatar-2.jpg	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:05	13993/13993	---M--	200	added ('OK')	image/jpeg	etag:%2236a9-5c292b24779fb%22	https://themesbrand.com/chatvia/layouts/assets/images/users/avatar-4.jpg	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/users/avatar-4.jpg	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:06	10549/10549	---M--	200	added ('OK')	image/jpeg	etag:%222935-5c292b24779fb%22	https://themesbrand.com/chatvia/layouts/assets/images/users/avatar-5.jpg	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/users/avatar-5.jpg	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:06	19359/19359	---M--	200	added ('OK')	image/jpeg	etag:%224b9f-5c292b24779fb%22	https://themesbrand.com/chatvia/layouts/assets/images/users/avatar-6.jpg	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/users/avatar-6.jpg	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:06	18274/18274	---M--	200	added ('OK')	image/jpeg	etag:%224762-5c292b24779fb%22	https://themesbrand.com/chatvia/layouts/assets/images/users/avatar-3.jpg	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/users/avatar-3.jpg	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:06	11962/11962	---M--	200	added ('OK')	image/jpeg	etag:%222eba-5c292b24779fb%22	https://themesbrand.com/chatvia/layouts/assets/images/users/avatar-7.jpg	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/users/avatar-7.jpg	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:07	11738/11738	---M--	200	added ('OK')	image/jpeg	etag:%222dda-5c292b24779fb%22	https://themesbrand.com/chatvia/layouts/assets/images/users/avatar-8.jpg	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/users/avatar-8.jpg	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:08	258152/258152	---M--	200	added ('OK')	image/jpeg	etag:%223f068-5c292b2471c39%22	https://themesbrand.com/chatvia/layouts/assets/images/small/img-1.jpg	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/small/img-1.jpg	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:09	348772/348772	---M--	200	added ('OK')	image/jpeg	etag:%2255264-5c292b2472bda%22	https://themesbrand.com/chatvia/layouts/assets/images/small/img-2.jpg	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/small/img-2.jpg	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:09	87462/87462	---M-Z	200	added ('OK')	application/javascript	etag:%22155a6-5ffa629218f54-gzip%22	https://themesbrand.com/chatvia/layouts/assets/libs/jquery/jquery.min.js	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/libs/jquery/jquery.min.js	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:09	80421/80421	---M-Z	200	added ('OK')	application/javascript	etag:%2213a25-5ffa629217fb4-gzip%22	https://themesbrand.com/chatvia/layouts/assets/libs/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/libs/bootstrap/js/bootstrap.bundle.min.js	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:09	46363/46363	---M-Z	200	added ('OK')	application/javascript	etag:%22b51b-5c292b2486461-gzip%22	https://themesbrand.com/chatvia/layouts/assets/libs/simplebar/simplebar.min.js	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/libs/simplebar/simplebar.min.js	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:10	249975/249975	---M--	200	added ('OK')	application/zip	etag:%223d077-5d899514d3cc3%22	https://themesbrand.com/chatvia/layouts/assets/images/small/admin_v1.0.zip	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/small/admin_v1.0.zip	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:10	6329/6329	---M-Z	200	added ('OK')	application/javascript	etag:%2218b9-5c292b24854c0-gzip%22	https://themesbrand.com/chatvia/layouts/assets/libs/node-waves/waves.min.js	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/libs/node-waves/waves.min.js	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:10	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-5c292b24854c0-gzip%22	https://themesbrand.com/chatvia/layouts/assets/libs/magnific-popup/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/libs/magnific-popup/jquery.magnific-popup.min.js	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:10	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%22ad36-5c292b2486461-gzip%22	https://themesbrand.com/chatvia/layouts/assets/libs/owl.carousel/owl.carousel.min.js	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/libs/owl.carousel/owl.carousel.min.js	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:11	712/712	---M-Z	200	added ('OK')	application/javascript	etag:%222c8-5c292b247899c-gzip%22	https://themesbrand.com/chatvia/layouts/assets/js/pages/index.init.js	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/js/pages/index.init.js	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:11	876/876	---M-Z	200	added ('OK')	application/javascript	etag:%2236c-5fa35bc0f0d01-gzip%22	https://themesbrand.com/chatvia/layouts/assets/js/app.js	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/js/app.js	(from https://themesbrand.com/chatvia/layouts/index-dark.html)
11:17:11	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-5c292b2486461%22	https://themesbrand.com/chatvia/layouts/assets/libs/owl.carousel/assets/owl.video.play.png	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/libs/owl.carousel/assets/owl.video.play.png	(from https://themesbrand.com/chatvia/layouts/assets/libs/owl.carousel/assets/owl.carousel.min.css)
11:17:17	276312/276312	---M--	200	added ('OK')	text/html	etag:%2243758-5c292b2468f96%22	https://themesbrand.com/chatvia/layouts/assets/fonts/materialdesignicons-webfont.woff2?v=5.0.45	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/fonts/materialdesignicons-webfont7e1c.html	(from https://themesbrand.com/chatvia/layouts/assets/css/icons.min.css)
11:17:17	843916/843916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ce08c-5c292b2462234%22	https://themesbrand.com/chatvia/layouts/assets/fonts/materialdesignicons-webfont.eot?	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/fonts/materialdesignicons-webfontd41d.eot	(from https://themesbrand.com/chatvia/layouts/assets/css/icons.min.css)
11:17:20	390872/390872	---M--	200	added ('OK')	application/font-woff	etag:%225f6d8-5c292b2468f96%22	https://themesbrand.com/chatvia/layouts/assets/fonts/materialdesignicons-webfont.woff?v=5.0.45	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/fonts/materialdesignicons-webfont7e1c.woff	(from https://themesbrand.com/chatvia/layouts/assets/css/icons.min.css)
11:17:21	363800/363800	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2258d18-5c292b246aed7%22	https://themesbrand.com/chatvia/layouts/assets/fonts/remixicon.eot?t=1580819880586	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/fonts/remixicon8025.eot	(from https://themesbrand.com/chatvia/layouts/assets/css/icons.min.css)
11:17:21	843696/843696	---M--	200	added ('OK')	application/font-sfnt	etag:%22cdfb0-5c292b2467056%22	https://themesbrand.com/chatvia/layouts/assets/fonts/materialdesignicons-webfont.ttf?v=5.0.45	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/fonts/materialdesignicons-webfont7e1c.ttf	(from https://themesbrand.com/chatvia/layouts/assets/css/icons.min.css)
11:17:22	113072/113072	---M--	200	added ('OK')	text/html	etag:%221b9b0-5c292b246fcf9%22	https://themesbrand.com/chatvia/layouts/assets/fonts/remixicon.woff2?t=1580819880586	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/fonts/remixicon8025.html	(from https://themesbrand.com/chatvia/layouts/assets/css/icons.min.css)
11:17:22	155832/155832	---M--	200	added ('OK')	application/font-woff	etag:%22260b8-5c292b246fcf9%22	https://themesbrand.com/chatvia/layouts/assets/fonts/remixicon.woff?t=1580819880586	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/fonts/remixicon8025.woff	(from https://themesbrand.com/chatvia/layouts/assets/css/icons.min.css)
11:17:22	843916/843916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ce08c-5c292b2462234%22	https://themesbrand.com/chatvia/layouts/assets/fonts/materialdesignicons-webfont.eot?v=5.0.45	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/fonts/materialdesignicons-webfont7e1c.eot	(from https://themesbrand.com/chatvia/layouts/assets/css/icons.min.css)
11:17:23	363628/363628	---M--	200	added ('OK')	application/font-sfnt	etag:%2258c6c-5c292b246ed58%22	https://themesbrand.com/chatvia/layouts/assets/fonts/remixicon.ttf?t=1580819880586	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/fonts/remixicon8025.ttf	(from https://themesbrand.com/chatvia/layouts/assets/css/icons.min.css)
11:17:23	7757/7757	---M--	200	added ('OK')	image/png	etag:%221e4d-5c292b2470c99%22	https://themesbrand.com/chatvia/layouts/assets/images/logo-dark.png	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/logo-dark.png	(from https://themesbrand.com/chatvia/layouts/auth-login.html)
11:17:23	7732/7732	---M--	200	added ('OK')	image/png	etag:%221e34-5c292b2470c99%22	https://themesbrand.com/chatvia/layouts/assets/images/logo-light.png	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/images/logo-light.png	(from https://themesbrand.com/chatvia/layouts/auth-login.html)
11:17:23	1053982/1053982	---M--	200	added ('OK')	image/svg+xml	etag:%2210151e-5ffa629216074%22	https://themesbrand.com/chatvia/layouts/assets/fonts/remixicon.svg?t=1580819880586	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/assets/fonts/remixicon8025.svg	(from https://themesbrand.com/chatvia/layouts/assets/css/icons.min.css)
11:17:24	4260/4260	---M-Z	200	added ('OK')	text/html	etag:%2210a4-5ffa629218f54-gzip%22	https://themesbrand.com/chatvia/layouts/auth-recoverpw.html	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/auth-recoverpw.html	(from https://themesbrand.com/chatvia/layouts/auth-login.html)
11:17:24	6114/6114	---M-Z	200	added ('OK')	text/html	etag:%2217e2-5ffa629218f54-gzip%22	https://themesbrand.com/chatvia/layouts/auth-register.html	C:/My%20Web%20Sites/ChatverChatTemplate/themesbrand.com/chatvia/layouts/auth-register.html	(from https://themesbrand.com/chatvia/layouts/auth-login.html)
